Gene_id,logFC,padj
Parent=Transcript_Y38F1A.8.1,-1.3296,0.043279
Parent=Transcript_Y38F1A.9.1,-3.2994,1.98E-10
Parent=Transcript_Y38F2AL.2.1,2.8962,8.90E-08
Parent=Transcript_Y38H6C.11.1,1.5214,0.0055847
Parent=Transcript_Y38H6C.22.1,5.1095,0.0048038
Parent=Transcript_Y38H6C.8.1,3.2983,1.19E-08
Parent=Transcript_Y39B6A.69.1,4.4877,1.37E-05
Parent=Transcript_Y39E4B.6b.1,-2.1906,7.53E-05
Parent=Transcript_Y39E4B.8.1,-1.3975,0.043653
Parent=Transcript_Y39G8B.9.1,-3.1286,1.10E-08
Parent=Transcript_Y39H10A.1.1,2.8689,1.13E-08
Parent=Transcript_Y39H10B.3.1,2.7572,3.58E-07
Parent=Transcript_Y40B10A.6.1,-5.9779,9.36E-06
Parent=Transcript_Y40B10A.9a.1,-1.4995,0.021773
Parent=Transcript_Y40B1B.3.1,-1.9427,0.02371
Parent=Transcript_Y40H7A.10.1,-4.5252,4.71E-18
Parent=Transcript_Y40H7A.11.1,1.8227,0.0016281
Parent=Transcript_Y41C4A.13.1,-1.2594,0.040635
Parent=Transcript_Y41C4A.16.1,-2.5525,6.91E-07
Parent=Transcript_Y41D4B.13a.1,1.2094,0.044846
Parent=Transcript_Y41D4B.16.1,1.5369,0.0078136
Parent=Transcript_Y41D4B.17.1,2.3978,0.0022655
Parent=Transcript_Y41D4B.9.1,-1.5958,0.0037706
Parent=Transcript_Y41G9A.1.1,-1.7388,0.015092
Parent=Transcript_Y41G9A.10.1,-2.2041,4.01E-05
Parent=Transcript_Y42A5A.1.1,-2.5589,1.40E-06
Parent=Transcript_Y42A5A.3.1,-2.5051,0.0074793
Parent=Transcript_Y42G9A.1.1,-3.9869,7.26E-12
Parent=Transcript_Y42G9A.2.1,-2.9034,2.00E-05
Parent=Transcript_Y42H9AR.5.1,-2.348,0.00051411
Parent=Transcript_Y42H9B.1.1,-2.3684,0.011308
Parent=Transcript_Y43C5A.2.1,-1.9574,0.00010374
Parent=Transcript_Y43C5A.3.1,-3.3033,5.35E-12
Parent=Transcript_Y43E12A.2.1,-1.9163,0.00060833
Parent=Transcript_Y43F8B.15.1,5.6844,3.85E-27
Parent=Transcript_Y43F8B.2c.1,-3.8122,0.018002
Parent=Transcript_Y43F8B.5.1,-4.9093,0.00071682
Parent=Transcript_Y43F8C.11.1,-1.6218,0.031172
Parent=Transcript_Y43F8C.13.1,-3.7012,1.26E-12
Parent=Transcript_Y44A6D.2.1,-1.9134,0.040817
Parent=Transcript_Y45F10A.5.1,-1.2291,0.047442
Parent=Transcript_Y45F10C.4.1,-2.1896,9.18E-06
Parent=Transcript_Y45G12C.1.1,-2.2835,0.019769
Parent=Transcript_Y46E12A.1.1,-6.5592,0.00054131
Parent=Transcript_Y46E12BL.1.1,-3.6804,0.00067142
Parent=Transcript_Y46G5A.12.1,1.3764,0.013346
Parent=Transcript_Y46G5A.20.1,3.9048,1.32E-14
Parent=Transcript_Y46G5A.27.1,-2.5917,0.0018838
Parent=Transcript_Y46H3A.2.1,3.1284,2.58E-08
Parent=Transcript_Y46H3C.7.1,1.4186,0.018613
Parent=Transcript_Y47D3B.6.1,-2.3683,0.026891
Parent=Transcript_Y47D7A.12.1,-3.1497,0.0014204
Parent=Transcript_Y47D7A.5.1,-3.4979,7.95E-06
Parent=Transcript_Y47G6A.33.1,-1.8593,0.0004191
Parent=Transcript_Y47G7B.2.1,2.8121,0.0049951
Parent=Transcript_Y47H10A.5.1,4.0311,1.74E-16
Parent=Transcript_Y48A6B.7.1,-5.078,2.13E-22
Parent=Transcript_Y48A6B.8.1,-2.9808,2.65E-07
Parent=Transcript_Y48A6B.9a.1,-1.848,0.0015692
Parent=Transcript_Y48C3A.25,3.3063,0.020545
Parent=Transcript_Y48E1B.9a.1,-4.0463,0.031982
Parent=Transcript_Y49E10.1.1,1.3125,0.018647
Parent=Transcript_Y49E10.16a.1,-2.6349,3.40E-07
Parent=Transcript_Y49E10.18.1,-2.8405,0.0014389
Parent=Transcript_Y49F6A.5.1,2.8758,0.020378
Parent=Transcript_Y49F6C.4.1,-2.1885,0.0030849
Parent=Transcript_Y4C6B.2a.1,-2.2165,0.00031605
Parent=Transcript_Y4C6B.6.1,-3.4149,2.99E-11
Parent=Transcript_Y50D4B.6.1,3.837,0.034748
Parent=Transcript_Y50D7A.7.1,-2.7219,2.24E-08
Parent=Transcript_Y50E8A.3.1,-1.4744,0.019581
Parent=Transcript_Y50E8A.7.1,5.0839,0.0042849
Parent=Transcript_Y51A2D.13a.1,-6.0352,3.73E-05
Parent=Transcript_Y51A2D.4.1,-3.0206,0.0015019
Parent=Transcript_Y51A2D.5.1,-1.6882,0.015134
Parent=Transcript_Y51B9A.8.1,5.349,4.02E-11
Parent=Transcript_Y51F10.15.1,8.6114,5.10E-33
Parent=Transcript_Y51F10.7.1,-4.6586,1.43E-07
Parent=Transcript_Y51H4A.4a.1,-2.9453,0.029358
Parent=Transcript_Y53C12A.2.1,-2.97,2.12E-09
Parent=Transcript_Y53C12B.6.1,-2.2064,0.00085583
Parent=Transcript_Y53C12C.1.1,-4.0724,0.01345
Parent=Transcript_Y53F4B.30.1,-2.4576,1.22E-06
Parent=Transcript_Y53F4B.31.1,-2.6229,1.53E-06
Parent=Transcript_Y53F4B.32.1,-2.769,0.00015377
Parent=Transcript_Y53F4B.35.1,3.6104,5.15E-10
Parent=Transcript_Y53F4B.45,-3.8739,1.48E-15
Parent=Transcript_Y53G8B.1.1,-1.4863,0.019581
Parent=Transcript_Y54E10BR.7.1,-1.4954,0.020113
Parent=Transcript_Y54F10AM.11.1,1.2594,0.037382
Parent=Transcript_Y54F10AM.8.1,-3.6561,1.20E-13
Parent=Transcript_Y54G2A.11a.1,-1.5325,0.0048716
Parent=Transcript_Y54G2A.14.1,-2.52,0.034025
Parent=Transcript_Y54G2A.28a.1,-4.6741,0.0025822
Parent=Transcript_Y54G2A.41.1,-1.9816,0.00054131
Parent=Transcript_Y54G2A.76.1,-4.5604,6.47E-05
Parent=Transcript_Y54G9A.4.1,1.958,0.048661
Parent=Transcript_Y55B1BL.1a.1,-1.7235,0.0034711
Parent=Transcript_Y55B1BR.2.1,1.5341,0.0039753
Parent=Transcript_Y55F3AM.10.1,2.3755,1.27E-06
Parent=Transcript_Y56A3A.33.1,1.3558,0.018128
Parent=Transcript_Y57G11B.1.1,5.0792,4.15E-15
Parent=Transcript_Y57G11B.5.1,-2.4515,4.05E-07
Parent=Transcript_Y57G11C.14.1,1.577,0.0076391
Parent=Transcript_Y57G11C.39.1,-3.7887,0.0001744
Parent=Transcript_Y57G11C.40.1,-3.2539,7.09E-10
Parent=Transcript_Y5H2B.5.1,-4.6571,6.80E-14
Parent=Transcript_Y60A3A.18.1,2.0986,3.71E-05
Parent=Transcript_Y60A3A.24.1,2.0449,0.00010219
Parent=Transcript_Y60A3A.25.1,1.5219,0.0091084
Parent=Transcript_Y60C6A.2.1,2.8974,8.14E-08
Parent=Transcript_Y62H9A.3.1,-1.3837,0.017703
Parent=Transcript_Y62H9A.5.1,-2.6061,5.23E-08
Parent=Transcript_Y62H9A.6.1,-2.1825,6.72E-06
Parent=Transcript_Y64H9A.2.1,-4.3116,2.19E-10
Parent=Transcript_Y65B4BR.1.1,-1.8623,0.015891
Parent=Transcript_Y66H1A.5.1,-1.6702,0.0017261
Parent=Transcript_Y67A10A.4.1,1.3547,0.047289
Parent=Transcript_Y67A10A.5.1,10.739,7.32E-05
Parent=Transcript_Y67D8C.8.1,-2.7189,0.049484
Parent=Transcript_Y69A2AL.1.1,-3.0451,0.00012439
Parent=Transcript_Y69A2AL.2.1,-1.4414,0.010277
Parent=Transcript_Y69A2AR.22.1,-2.6389,3.82E-06
Parent=Transcript_Y69A2AR.29.1,-2.912,0.0036975
Parent=Transcript_Y69A2AR.5.1,-2.7365,8.00E-06
Parent=Transcript_Y6E2A.5.1,1.6633,0.037178
Parent=Transcript_Y6G8.15.1,-3.1665,0.016096
Parent=Transcript_Y71F9AL.7.1,-1.7864,0.016247
Parent=Transcript_Y71G12B.4.1,-1.7777,0.0088102
Parent=Transcript_Y71G12B.42,-4.8527,0.001269
Parent=Transcript_Y71H2AR.2.1,6.7167,8.85E-13
Parent=Transcript_Y71H2B.1.1,-1.469,0.0095733
Parent=Transcript_Y71H2B.4.1,-1.8049,0.00040641
Parent=Transcript_Y71H9A.2.1,-1.7355,0.018957
Parent=Transcript_Y73B6BL.13.1,1.7457,0.0025083
Parent=Transcript_Y73B6BL.288.1,1.2899,0.048661
Parent=Transcript_Y73B6BL.29a.1,2.1754,0.0011757
Parent=Transcript_Y73C8B.4.1,3.8997,2.59E-11
Parent=Transcript_Y73C8C.3.1,-2.5543,0.013346
Parent=Transcript_Y73E7A.4.1,-1.7362,0.015586
Parent=Transcript_Y73F4A.1.1,-3.3527,1.47E-10
Parent=Transcript_Y73F4A.3.1,-2.6685,2.53E-06
Parent=Transcript_Y75B12B.3.1,-2.158,9.17E-05
Parent=Transcript_Y75B12B.4.1,1.223,0.033729
Parent=Transcript_Y75B7AL.3.1,-2.0666,0.02144
Parent=Transcript_Y75B7AR.1.1,-1.7963,0.02475
Parent=Transcript_Y75B8A.1.2,-3.1558,0.0096326
Parent=Transcript_Y75B8A.20.1,-1.7937,0.001473
Parent=Transcript_Y75B8A.32.1,3.6691,1.47E-13
Parent=Transcript_Y75B8A.37.1,Inf,2.58E-08
Parent=Transcript_Y75D11A.7,-2.948,0.039523
Parent=Transcript_Y76A2B.3.1,-2.1711,1.58E-05
Parent=Transcript_Y7A5A.2.1,-2.9634,7.20E-06
Parent=Transcript_Y7A5A.6.1,-6.6637,3.52E-20
Parent=Transcript_Y7A9D.1.1,-1.4675,0.027749
Parent=Transcript_Y82E9BL.10.1,-1.6631,0.0052055
Parent=Transcript_Y82E9BL.15.1,1.3123,0.041212
Parent=Transcript_Y82E9BL.18.1,7.1457,5.98E-10
Parent=Transcript_Y82E9BR.11.1,5.1594,0.00018027
Parent=Transcript_Y82E9BR.12.1,1.5123,0.038459
Parent=Transcript_Y92H12BR.3a.1,1.2936,0.035642
Parent=Transcript_Y94H6A.10.1,3.1686,1.26E-10
Parent=Transcript_Y97E10C.1.2,-1.6581,0.012831
Parent=Transcript_Y9D1A.2.1,2.4646,0.015394
Parent=Transcript_ZC101.3.1,-3.5647,1.61E-08
Parent=Transcript_ZC123.1.1,-2.2459,0.00023192
Parent=Transcript_ZC13.3.1,-1.6278,0.030197
Parent=Transcript_ZC168.2.1,-2.2643,0.008336
Parent=Transcript_ZC190.4.1,-1.4754,0.0089742
Parent=Transcript_ZC204.12.1,-4.6101,7.64E-20
Parent=Transcript_ZC204.2.1,-1.3507,0.019976
Parent=Transcript_ZC239.14.1,2.5402,4.20E-05
Parent=Transcript_ZC239.16.1,-1.7462,0.00098075
Parent=Transcript_ZC239.2.1,6.7849,8.08E-20
Parent=Transcript_ZC239.22.1,2.4393,6.08E-07
Parent=Transcript_ZC239.6.1,2.3736,0.003204
Parent=Transcript_ZC250.4.1,-1.4264,0.017109
Parent=Transcript_ZC328.1.1,-1.6064,0.018574
Parent=Transcript_ZC334.9.1,-1.6156,0.006894
Parent=Transcript_ZC395.5.1,-4.8529,1.21E-15
Parent=Transcript_ZC443.3.1,-1.4042,0.0097037
Parent=Transcript_ZC443.6.1,2.5991,0.041879
Parent=Transcript_ZC449.1.1,-3.9651,2.61E-08
Parent=Transcript_ZC449.3b.1,4.391,0.0028957
Parent=Transcript_ZC455.10.1,-1.7377,0.0072749
Parent=Transcript_ZC455.4.1,-3.8913,0.0049448
Parent=Transcript_ZC47.4.1,3.3257,3.24E-10
Parent=Transcript_ZC482.7.1,Inf,0.00047197
Parent=Transcript_ZC8.1.1,-5.7805,0.00024522
Parent=Transcript_ZK1055.7.1,2.6431,5.35E-08
Parent=Transcript_ZK1067.7.1,-3.5343,5.66E-10
Parent=Transcript_ZK1073.1.2,-2.5204,4.18E-05
Parent=Transcript_ZK1240.4.1,9.053,3.94E-23
Parent=Transcript_ZK1290.12.1,-3.5489,3.97E-12
Parent=Transcript_ZK1290.8.1,-2.4218,5.25E-06
Parent=Transcript_ZK131.2.1,-2.2044,0.0004226
Parent=Transcript_ZK131.5.1,-2.4513,5.85E-06
Parent=Transcript_ZK1320.13.1,-2.4136,1.14E-05
Parent=Transcript_ZK1320.2.1,-3.7537,3.76E-14
Parent=Transcript_ZK154.1.1,-3.4944,1.21E-07
Parent=Transcript_ZK154.3.1,-2.2904,8.10E-05
Parent=Transcript_ZK154.7.1,1.9134,0.00015019
Parent=Transcript_ZK177.9.1,4.6418,5.40E-13
Parent=Transcript_ZK180.7.1,-3.7232,0.00020076
Parent=Transcript_ZK270.1.1,-1.4396,0.010011
Parent=Transcript_ZK287.3.1,-1.3625,0.022585
Parent=Transcript_ZK337.5.1,-1.4454,0.017991
Parent=Transcript_ZK355.3.1,5.6895,0.004851
Parent=Transcript_ZK355.8.1,4.3805,0.0087256
Parent=Transcript_ZK418.7.1,1.8471,0.0012256
Parent=Transcript_ZK430.8.1,-1.262,0.035045
Parent=Transcript_ZK470.6.1,-2.7268,0.046467
Parent=Transcript_ZK488.2.1,-2.4499,1.13E-06
Parent=Transcript_ZK507.1.1,2.9273,1.15E-08
Parent=Transcript_ZK512.11.1,1.365,0.020403
Parent=Transcript_ZK512.7.1,-2.6692,7.50E-08
Parent=Transcript_ZK512.9.1,-4.9057,0.00049071
Parent=Transcript_ZK546.11.1,5.1372,2.32E-22
Parent=Transcript_ZK550.2.1,-2.1658,0.012048
Parent=Transcript_ZK563.2.1,-2.3872,0.003561
Parent=Transcript_ZK593.3.1,-2.6769,0.036012
Parent=Transcript_ZK617.2.1,-6.0575,9.49E-12
Parent=Transcript_ZK622.3d.5,-5.0135,0.0020444
Parent=Transcript_ZK637.12.1,5.1465,0.0087249
Parent=Transcript_ZK637.14.1,1.972,0.00011449
Parent=Transcript_ZK662.2.1,-2.6036,0.014795
Parent=Transcript_ZK666.5.1,Inf,0.0063343
Parent=Transcript_ZK666.6.1,1.8566,0.0009492
Parent=Transcript_ZK666.7.1,-3.3841,0.0021825
Parent=Transcript_ZK669.2.1,-1.7483,0.0045844
Parent=Transcript_ZK669.3.1,-1.506,0.0071538
Parent=Transcript_ZK675.4.1,-3.6763,1.32E-10
Parent=Transcript_ZK678.5.1,-4.0184,4.44E-08
Parent=Transcript_ZK697.14.1,Inf,0.043234
Parent=Transcript_ZK721.2.1,-1.7823,0.00086628
Parent=Transcript_ZK742.4.1,1.6003,0.0042431
Parent=Transcript_ZK813.2.1,-1.404,0.01368
Parent=Transcript_ZK813.6.1,-2.9386,0.00062232
Parent=Transcript_ZK813.7.1,-2.5246,3.80E-07
Parent=Transcript_ZK84.6.1,-2.7257,0.0006004
Parent=Transcript_ZK863.5.1,-2.4956,0.044556
Parent=Transcript_ZK863.8.1,-1.2895,0.030424
Parent=Transcript_ZK896.4.1,2.4298,2.06E-06
Parent=Transcript_ZK899.2.1,-1.9925,0.00010178
Parent=Transcript_ZK899.5.1,-3.7194,0.028429
Parent=Transcript_ZK909.4.1,-2.4599,7.59E-06
Parent=Transcript_ZK938.10.1,7.0185,1.16E-09
Parent=Transcript_ZK938.2.1,-1.7958,0.012325
Parent=Transcript_ZK938.5.1,Inf,1.14E-40
Parent=Transcript_ZK938.6.1,Inf,2.87E-10
Parent=Transcript_ZK945.1.1,-3.016,1.30E-09
Parent=Transcript_ZK970.7.1,-2.3097,0.0022235
Parent=Transcript_ZK971.1.1,-3.0156,1.60E-09
